@relation numRight

@attribute feat0 numeric
@attribute feat1 numeric
@attribute feat2 numeric
@attribute feat3 numeric
@attribute feat4 numeric
@attribute feat5 numeric
@attribute feat6 numeric
@attribute feat7 numeric
@attribute feat8 numeric
@attribute feat9 numeric
@attribute feat10 numeric
@attribute feat11 numeric
@attribute feat12 numeric
@attribute feat13 numeric
@attribute feat14 numeric
@attribute feat15 numeric
@attribute feat16 numeric
@attribute feat17 numeric
@attribute feat18 numeric
@attribute feat19 numeric
@attribute feat20 numeric
@attribute feat21 numeric
@attribute feat22 numeric
@attribute feat23 numeric
@attribute feat24 numeric
@attribute feat25 numeric
@attribute feat26 numeric
@attribute feat27 numeric
@attribute feat28 numeric
@attribute feat29 numeric
@attribute feat30 numeric
@attribute feat31 numeric
@attribute feat32 numeric
@attribute feat33 numeric
@attribute feat34 numeric
@attribute feat35 numeric
@attribute feat36 numeric
@attribute feat37 numeric
@attribute feat38 numeric
@attribute feat39 numeric
@attribute feat40 numeric
@attribute feat41 numeric
@attribute feat42 numeric
@attribute feat43 numeric
@attribute feat44 numeric
@attribute feat45 numeric
@attribute feat46 numeric
@attribute feat47 numeric
@attribute feat48 numeric
@attribute feat49 numeric
@attribute feat50 numeric
@attribute feat51 numeric
@attribute feat52 numeric
@attribute feat53 numeric
@attribute feat54 numeric
@attribute feat55 numeric
@attribute feat56 numeric
@attribute feat57 numeric
@attribute feat58 numeric
@attribute feat59 numeric
@attribute sign {1,2,3,4,5}

@data
10.772598,-17.47028,-23.63319,-0.37649536,-11.157776,-59.341866,-4.955017,-0.9818649,-77.53613,-7.215992,8.847038,-88.75696,37.871468,27.256401,27.691292,26.556938,27.786247,-14.907836,11.498444,31.289238,-40.742928,-2.8108788,35.548134,-55.032887,-6.7956657,-15.178238,-15.388447,-4.434349,17.005302,-43.141792,4.1751213,40.58525,-43.775204,11.166176,54.888344,-39.09425,-21.86274,-8.333389,-3.9420624,-18.476364,20.128334,-31.054348,-7.9392357,42.109947,-33.09579,0.6527786,55.702873,-29.40549,-34.431885,2.0102615,5.6771383,-30.362167,21.754868,-18.166168,-20.006561,34.97838,-22.190536,-9.077072,45.527573,-21.2242,1
14.136234,-17.951935,-21.393507,10.3521805,-9.994553,-58.29365,9.914612,0.99637604,-76.5844,10.397938,11.282852,-87.61078,33.301285,25.168625,34.66312,31.063892,26.325836,-9.344151,20.174095,31.370682,-36.95652,7.9625397,36.97979,-52.657272,-4.532604,-14.763824,-16.578577,4.6796036,17.333626,-42.969734,14.437649,40.43251,-41.643005,21.128195,54.332108,-35.52728,-21.121029,-7.1679535,-8.0924015,-11.220322,21.152931,-33.714977,0.6172447,42.558304,-33.44703,9.03508,55.671783,-28.02621,-34.736607,3.7956696,-0.8869438,-25.245136,23.34282,-23.308723,-13.670544,36.027824,-25.156649,-2.61129,46.005493,-22.02424,1
14.786039,-18.24414,-20.695692,13.554213,-9.222809,-57.524452,14.578648,2.1177063,-75.57679,16.041615,12.524239,-86.40223,32.001724,23.848526,36.757378,32.909103,24.65197,-7.305263,23.72101,30.038628,-35.4663,12.147865,36.26703,-51.41519,-4.0218964,-14.495026,-16.943518,7.775839,17.553055,-42.34703,18.156647,40.30857,-40.11917,24.89394,53.914124,-33.421234,-20.829033,-6.432678,-9.36677,-8.578167,21.71762,-34.147606,3.8868103,42.735382,-33.021454,12.380634,55.539993,-27.012701,-34.48921,4.909607,-2.866331,-23.10358,24.282806,-24.544937,-11.062069,36.6176,-25.617329,0.09005356,46.234253,-21.767216,1
16.967703,-18.219063,-18.972347,15.97322,-11.444084,-56.286827,16.458271,-1.2369156,-75.02507,17.25399,8.476318,-86.54228,28.643515,29.315071,35.554794,31.937914,25.633636,-8.246797,23.500107,27.452026,-37.090824,12.281149,31.022804,-54.075592,-2.2019596,-15.986519,-15.904302,7.300272,15.089325,-43.392548,15.478188,38.816895,-42.578888,20.737827,53.417328,-36.70282,-19.882238,-9.009079,-9.300405,-9.582216,18.309494,-35.83751,0.8632221,40.428574,-36.008133,7.97361,54.37027,-30.785076,-34.701164,1.4425964,-3.9463806,-24.494474,20.20044,-26.725363,-13.630095,33.518143,-28.428148,-3.5506077,44.41124,-25.049198,1
19.189232,-16.37252,-18.533785,17.59074,-10.285461,-55.94571,16.927914,-0.416687,-74.85897,16.590332,9.092873,-86.567116,24.6143,33.32897,35.032593,30.56884,27.784225,-8.289273,22.700287,27.33046,-37.347164,11.651669,28.802818,-54.74998,-0.12703514,-16.45404,-15.576031,5.5451164,14.586655,-44.14011,10.724368,39.157173,-44.19248,14.120591,54.484917,-38.817493,-18.56922,-11.572998,-9.176838,-11.551474,16.262367,-36.242622,-3.9044952,39.490807,-36.837063,1.4065952,54.30387,-31.879845,-34.59166,-2.9180298,-4.0899568,-26.524294,16.588203,-27.097343,-17.368288,31.11715,-28.933794,-8.748653,43.230644,-25.672153,1
22.62402,-10.112076,-19.122946,19.752161,-4.191437,-56.485466,16.823648,4.8593674,-75.59175,14.246969,13.5798645,-87.63086,15.53556,36.82312,36.697025,23.556625,34.611053,-6.5898576,16.368395,33.325943,-35.79874,5.544021,32.65892,-53.390953,3.971109,-15.2152405,-16.312296,1.4925001,17.031158,-43.98232,0.24153584,42.107986,-43.627537,-0.370769,57.716995,-38.028557,-15.076667,-15.460114,-9.830736,-15.456001,14.459557,-35.546143,-13.941397,38.868988,-35.021206,-12.53122,54.29872,-29.351685,-32.744774,-11.385269,-4.4700313,-29.914457,10.663094,-26.396599,-24.744001,27.1109,-27.41218,-19.475039,40.83722,-23.47527,1
23.418385,-10.658539,-17.825886,23.120861,-5.613426,-55.425327,21.768219,2.5379257,-75.104485,20.302948,10.527039,-87.81879,14.330131,36.39612,37.602364,24.933357,33.94536,-5.112395,19.471363,32.823273,-34.699364,9.712779,32.419983,-52.91214,4.5145683,-15.297058,-16.092941,4.4284344,16.899239,-43.93168,3.785246,42.00116,-43.797207,3.2423544,57.66559,-38.34788,-14.871725,-15.071762,-10.706921,-13.041228,14.866753,-36.33791,-10.953362,39.23044,-35.673294,-9.486066,54.615433,-29.897715,-32.70979,-10.561638,-6.351946,-28.0616,11.465202,-27.98821,-22.437084,27.782097,-28.63561,-17.070602,41.365433,-24.349953,1
23.980942,-9.947144,-17.485882,23.461136,-6.4164734,-55.255234,21.713188,0.72499084,-75.29238,19.851498,7.9668427,-88.39643,12.242474,38.50802,36.210793,23.095184,35.05842,-6.3721137,17.755455,32.515938,-35.893364,8.0736885,30.87481,-54.07764,5.374567,-15.5926285,-15.535386,3.4535923,15.289375,-44.762363,1.381979,40.29284,-45.79814,-0.053411484,56.13781,-41.082047,-13.990049,-16.279396,-10.110598,-13.889051,12.755089,-36.823917,-13.199913,37.20632,-37.0534,-12.613724,52.850548,-31.845432,-32.054802,-12.640419,-5.876662,-28.662111,8.852562,-28.269894,-23.984102,25.433327,-29.490402,-19.410934,39.445076,-25.691723,1
21.735882,-9.334389,-20.498974,15.647144,-7.199852,-57.883873,10.700836,-1.0166855,-77.704216,6.6220093,5.5001907,-90.68574,15.14978,40.372086,32.932457,20.020885,35.92096,-10.6501665,10.674732,32.02704,-39.004494,-1.3918343,29.227768,-55.547165,3.9481735,-15.850296,-15.701727,-3.881958,13.667763,-45.34928,-7.4872055,38.467606,-46.93294,-9.121805,54.40265,-42.60084,-14.3663435,-17.330048,-7.499462,-19.590464,11.496887,-33.92538,-20.174397,35.9516,-34.051678,-19.643766,51.61377,-28.891876,-31.80954,-14.469246,-0.78721905,-32.28638,7.503296,-22.96593,-28.418715,24.307747,-23.939085,-23.94223,38.31775,-20.020697,1
11.430557,8.124252,-27.98439,-6.4317245,-1.2988663,-60.099857,-20.5268,-4.732422,-75.75498,-32.052124,-6.226166,-85.3759,-11.895206,41.40615,32.98487,-22.348375,33.191,-9.041638,-34.630093,17.834694,-31.841301,-44.18048,4.868271,-44.79351,8.873066,-8.949554,-18.829191,-29.063581,-1.2047882,-36.504986,-50.28235,10.978584,-30.85987,-61.48073,20.057,-22.6414,3.3214264,-22.864975,-5.3968153,-31.169767,-13.636253,-22.183748,-50.34237,0.6784897,-17.09559,-60.241676,11.346626,-9.323651,-5.669239,-33.733,7.1951423,-30.807362,-24.16819,-8.663749,-41.768494,-10.930923,-6.9538794,-48.3043,1.6684265,-1.4572855,1
1.9477997,12.05777,-28.82019,-15.730173,-4.1082764,-58.23801,-29.518513,-13.224747,-71.74042,-40.757034,-19.496742,-79.61342,-22.19342,32.6398,37.22985,-35.31598,20.132278,-2.9490633,-43.741287,0.665329,-24.315704,-49.05416,-15.251976,-36.37848,8.388954,-4.4455566,-20.572475,-32.225475,-12.9848175,-30.014595,-54.462456,-10.139687,-18.702656,-65.841545,-6.1269226,-7.3106146,11.581505,-19.333954,-7.4183245,-26.498264,-24.740929,-16.210857,-46.835945,-18.252861,-4.266241,-56.396347,-11.738785,7.49701,10.287956,-32.922447,5.6653733,-18.94328,-34.847145,-5.1395197,-33.11818,-26.669098,0.38199425,-41.710793,-17.38182,8.842873,1
-9.530222,16.002579,-25.157104,-25.459644,-1.7896576,-54.635056,-37.045418,-13.934303,-67.81917,-46.21443,-23.264374,-75.33617,-24.892578,13.001282,46.425137,-42.193,5.668091,6.551527,-47.05916,-11.3004,-17.838463,-43.560986,-29.433983,-27.113914,4.7485657,3.054306,-21.942802,-29.977873,-21.050491,-26.90644,-47.108482,-29.058075,-10.3849745,-54.751205,-31.154991,4.194335,16.5625,-10.691544,-13.203748,-16.818962,-31.120178,-18.19992,-34.6867,-36.175385,-2.2757587,-42.954315,-36.330498,12.00118,23.856117,-25.286324,-3.6486988,-3.5147915,-38.427322,-10.933124,-18.218212,-38.42196,-1.8719559,-27.747196,-35.370544,9.598019,1
